Gene,Non-unique Gene name,Annotation,SPARK_0516,SPARK_1059,SPARK_1507,SPARK_1852,SPARK_1954,SPARK_2540
cvaC,cvaC,Colicin-V,JHOIBPIP_01642,HHCJKAOK_02197,2_refound_14,LNHDNJLJ_02317,,
group_1232,,hypothetical protein,,HHCJKAOK_03878,,LNHDNJLJ_03952,KJPPOAMA_03347,KELBMKEO_03485
group_1208,,hypothetical protein,,HHCJKAOK_01608,BNPNPENK_01604,LNHDNJLJ_01669,,KELBMKEO_01200
emrE,emrE,Multidrug transporter EmrE,JHOIBPIP_02296,HHCJKAOK_02882,,,KJPPOAMA_02321,KELBMKEO_02520
group_1164,,hypothetical protein,JHOIBPIP_00893,,BNPNPENK_01367,LNHDNJLJ_01425,,KELBMKEO_00948
cbeA,cbeA,Cytoskeleton bundling-enhancing antitoxin CbeA,JHOIBPIP_00887,,BNPNPENK_01361,LNHDNJLJ_01419,,KELBMKEO_00942
cbtA,cbtA,Cytoskeleton-binding toxin CbtA,JHOIBPIP_00886,,BNPNPENK_01360,LNHDNJLJ_01418,,KELBMKEO_00941
group_1085,,hypothetical protein,JHOIBPIP_01624,HHCJKAOK_02166,,,KJPPOAMA_01608,KELBMKEO_01793
group_1042,,hypothetical protein,JHOIBPIP_01793,HHCJKAOK_02348,,,KJPPOAMA_01772,KELBMKEO_01973
group_988,,hypothetical protein,JHOIBPIP_00894,,BNPNPENK_01368,LNHDNJLJ_01426,,KELBMKEO_00949
fruA_5,fruA_5,PTS system fructose-specific EIIABC component,JHOIBPIP_04406,HHCJKAOK_00084,,,KJPPOAMA_04412,KELBMKEO_04570
group_975,intS_1,Prophage integrase IntS,JHOIBPIP_00910,,BNPNPENK_01394,LNHDNJLJ_01453,,KELBMKEO_00987
klcA_1,klcA_1,Antirestriction protein KlcA,JHOIBPIP_00890,,BNPNPENK_01364,LNHDNJLJ_01422,,KELBMKEO_00945
group_962,,hypothetical protein,JHOIBPIP_00889,,BNPNPENK_01363,LNHDNJLJ_01421,,KELBMKEO_00944
group_940,,hypothetical protein,JHOIBPIP_00885,,BNPNPENK_01359,LNHDNJLJ_01417,,KELBMKEO_00940
group_931,,hypothetical protein,JHOIBPIP_00919,,BNPNPENK_01403,LNHDNJLJ_01462,,KELBMKEO_00996
group_882,,hypothetical protein,JHOIBPIP_00544,,BNPNPENK_01025,LNHDNJLJ_01033,KJPPOAMA_00523,
group_869,,hypothetical protein,JHOIBPIP_02167,HHCJKAOK_02753,,,KJPPOAMA_02190,KELBMKEO_02402
group_864,,hypothetical protein,JHOIBPIP_03926,HHCJKAOK_04470,,,KJPPOAMA_03928,KELBMKEO_04089
group_862,,hypothetical protein,JHOIBPIP_00547,,BNPNPENK_01028,LNHDNJLJ_01036,KJPPOAMA_00526,
rcsB_1,rcsB_1,Transcriptional regulatory protein RcsB,JHOIBPIP_00917,,BNPNPENK_01401,LNHDNJLJ_01460,,KELBMKEO_00994
group_811,ecpA_1,Common pilus major fimbrillin subunit EcpA,JHOIBPIP_00912,,BNPNPENK_01396,LNHDNJLJ_01455,,KELBMKEO_00989
group_775,,hypothetical protein,JHOIBPIP_01985,HHCJKAOK_02570,,,KJPPOAMA_02000,KELBMKEO_02220
group_774,,hypothetical protein,JHOIBPIP_00897,,BNPNPENK_01371,LNHDNJLJ_01429,,KELBMKEO_00952
group_711,,hypothetical protein,JHOIBPIP_04412,HHCJKAOK_00090,,,KJPPOAMA_04418,KELBMKEO_04576
lpfB_1,lpfB_1,putative fimbrial chaperone LpfB,JHOIBPIP_00545,,BNPNPENK_01026,LNHDNJLJ_01034,KJPPOAMA_00524,
ligK,ligK,4-carboxy-4-hydroxy-2-oxoadipate aldolase,JHOIBPIP_02611,HHCJKAOK_03128,,,KJPPOAMA_02564,KELBMKEO_02758
kipR,kipR,HTH-type transcriptional regulator KipR,JHOIBPIP_02612,HHCJKAOK_03129,,,KJPPOAMA_02565,KELBMKEO_02759
mngR,mngR,Mannosyl-D-glycerate transport/metabolism system repressor MngR,JHOIBPIP_04344,HHCJKAOK_00018,,,KJPPOAMA_04348,KELBMKEO_04501
dapH,dapH,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,JHOIBPIP_00660,HHCJKAOK_01154,,,KJPPOAMA_00628,KELBMKEO_00665
group_564,,hypothetical protein,JHOIBPIP_00891,,BNPNPENK_01365,LNHDNJLJ_01423,,KELBMKEO_00946
ydjI,ydjI,putative protein YdjI,JHOIBPIP_04409,HHCJKAOK_00087,,,KJPPOAMA_04415,KELBMKEO_04573
fbaA_2,fbaA_2,putative fructose-bisphosphate aldolase,JHOIBPIP_04410,HHCJKAOK_00088,,,KJPPOAMA_04416,KELBMKEO_04574
group_512,,hypothetical protein,JHOIBPIP_03758,,BNPNPENK_04367,LNHDNJLJ_04396,,KELBMKEO_03922
hdfR_3,hdfR_3,HTH-type transcriptional regulator HdfR,JHOIBPIP_02617,HHCJKAOK_03134,,,KJPPOAMA_02570,KELBMKEO_02764
group_497,gcvA_3,Glycine cleavage system transcriptional activator,JHOIBPIP_01984,HHCJKAOK_02569,,,KJPPOAMA_01999,KELBMKEO_02219
fimH,fimH,Type 1 fimbrin D-mannose specific adhesin,,,BNPNPENK_00886,LNHDNJLJ_00891,KJPPOAMA_00395,KELBMKEO_00429
lpxP_3,lpxP_3,Lipid A biosynthesis palmitoleoyltransferase,,HHCJKAOK_02079,BNPNPENK_02016,LNHDNJLJ_02167,KJPPOAMA_01514,
group_462,,hypothetical protein,JHOIBPIP_03712,HHCJKAOK_04269,,,KJPPOAMA_03726,KELBMKEO_03870
dmlR_7,dmlR_7,HTH-type transcriptional regulator DmlR,JHOIBPIP_01792,HHCJKAOK_02347,,,KJPPOAMA_01771,KELBMKEO_01972
group_440,,Hydroxypyruvate reductase,JHOIBPIP_02610,HHCJKAOK_03127,,,KJPPOAMA_02563,KELBMKEO_02757
group_404,,hypothetical protein,,HHCJKAOK_00128,BNPNPENK_00122,LNHDNJLJ_00123,,KELBMKEO_04614
cydB_1,cydB_1,Cytochrome bd-I ubiquinol oxidase subunit 2,JHOIBPIP_01920,HHCJKAOK_02503,,,KJPPOAMA_01933,KELBMKEO_02153
group_342,,hypothetical protein,JHOIBPIP_02615,HHCJKAOK_03132,,,KJPPOAMA_02568,KELBMKEO_02762
group_323,rfaQ,Lipopolysaccharide core heptosyltransferase RfaQ,,HHCJKAOK_00131,BNPNPENK_00125,LNHDNJLJ_00126,,KELBMKEO_04617
fruA_6,fruA_6,PTS system fructose-specific EIIB'BC component,JHOIBPIP_04408,HHCJKAOK_00086,,,KJPPOAMA_04414,KELBMKEO_04572
pglJ,pglJ,N-acetylgalactosamine-NN'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase,,HHCJKAOK_00129,BNPNPENK_00123,LNHDNJLJ_00124,,KELBMKEO_04615
group_297,mshA_1,D-inositol-3-phosphate glycosyltransferase,,HHCJKAOK_00130,BNPNPENK_00124,LNHDNJLJ_00125,,KELBMKEO_04616
group_290,,hypothetical protein,JHOIBPIP_04049,,BNPNPENK_04646,LNHDNJLJ_04687,KJPPOAMA_04052,
group_287,,hypothetical protein,JHOIBPIP_01220,HHCJKAOK_01699,,,KJPPOAMA_01140,KELBMKEO_01309
sotB_3,sotB_3,Sugar efflux transporter,JHOIBPIP_02616,HHCJKAOK_03133,,,KJPPOAMA_02569,KELBMKEO_02763
intS_2,intS_2,Prophage integrase IntS,JHOIBPIP_00923,,BNPNPENK_01408,LNHDNJLJ_01467,,KELBMKEO_01000
rtcB,rtcB,RNA-splicing ligase RtcB,JHOIBPIP_04048,,BNPNPENK_04645,LNHDNJLJ_04686,KJPPOAMA_04051,
yjhB_2,yjhB_2,Putative metabolite transport protein YjhB,JHOIBPIP_02614,HHCJKAOK_03131,,,KJPPOAMA_02567,KELBMKEO_02761
group_227,,hypothetical protein,JHOIBPIP_02298,HHCJKAOK_02884,,,KJPPOAMA_02323,KELBMKEO_02522
aglB,aglB,6-phospho-alpha-glucosidase,JHOIBPIP_04346,HHCJKAOK_00020,,,KJPPOAMA_04350,KELBMKEO_04503
ttuB_3,ttuB_3,Putative tartrate transporter,JHOIBPIP_02613,HHCJKAOK_03130,,,KJPPOAMA_02566,KELBMKEO_02760
puuP_2,puuP_2,Putrescine importer PuuP,JHOIBPIP_03713,HHCJKAOK_04270,,,KJPPOAMA_03727,KELBMKEO_03871
cydA_3,cydA_3,Cytochrome bd ubiquinol oxidase subunit 1,JHOIBPIP_01921,HHCJKAOK_02504,,,KJPPOAMA_01934,KELBMKEO_02154
hisC_2,hisC_2,Histidinol-phosphate aminotransferase,JHOIBPIP_01219,HHCJKAOK_01698,,,KJPPOAMA_01139,KELBMKEO_01308
manR,manR,Transcriptional regulator ManR,JHOIBPIP_04405,HHCJKAOK_00083,,,KJPPOAMA_04411,KELBMKEO_04569
norR_4,norR_4,Anaerobic nitric oxide reductase transcription regulator NorR,JHOIBPIP_04050,,BNPNPENK_04647,LNHDNJLJ_04688,KJPPOAMA_04053,
malP_1,malP_1,PTS system maltose-specific EIICB component,JHOIBPIP_04345,HHCJKAOK_00019,,,KJPPOAMA_04349,KELBMKEO_04502
ecpD_1,ecpD_1,Fimbria adhesin EcpD,JHOIBPIP_00915,,BNPNPENK_01399,LNHDNJLJ_01458,,KELBMKEO_00992
nhaP2,nhaP2,K(+)/H(+) antiporter NhaP2,JHOIBPIP_00858,HHCJKAOK_01382,,,KJPPOAMA_00832,KELBMKEO_00912
fimD_2,fimD_2,Outer membrane usher protein FimD,JHOIBPIP_00546,,BNPNPENK_01027,LNHDNJLJ_01035,KJPPOAMA_00525,
ndvB_2,ndvB_2,Cyclic beta-(12)-glucan synthase NdvB,,HHCJKAOK_02082,BNPNPENK_02019,LNHDNJLJ_02170,KJPPOAMA_01517,
group_2346,gnd,6-phosphogluconate dehydrogenase decarboxylating,JHOIBPIP_01162,,BNPNPENK_01649,LNHDNJLJ_01713,,
group_2344,,hypothetical protein,JHOIBPIP_01164,,BNPNPENK_01651,LNHDNJLJ_01716,,
prsD,prsD,Type I secretion system ATP-binding protein PrsD,JHOIBPIP_01165,,BNPNPENK_01652,LNHDNJLJ_01717,,
group_2343,prsE,Type I secretion system membrane fusion protein PrsE,JHOIBPIP_01166,,BNPNPENK_01653,LNHDNJLJ_01718,,
tolC_2,tolC_2,Outer membrane protein TolC,JHOIBPIP_01167,,BNPNPENK_01654,LNHDNJLJ_01719,,
group_2342,wbgU,UDP-N-acetylglucosamine 4-epimerase,JHOIBPIP_01169,,BNPNPENK_01656,LNHDNJLJ_01720,,
group_2339,tagG,Teichoic acid translocation permease protein TagG,JHOIBPIP_01170,,BNPNPENK_01657,LNHDNJLJ_01721,,
tagH,tagH,Teichoic acids export ATP-binding protein TagH,JHOIBPIP_01171,,BNPNPENK_01658,LNHDNJLJ_01722,,
group_2336,rfbD,UDP-galactopyranose mutase,JHOIBPIP_01172,,BNPNPENK_01659,LNHDNJLJ_01723,,
group_2335,,hypothetical protein,JHOIBPIP_01173,,BNPNPENK_01660,LNHDNJLJ_01724,,
pglA,pglA,NN'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-13-N-acetylgalactosaminyltransferase,JHOIBPIP_01174,,BNPNPENK_01661,LNHDNJLJ_01725,,
group_2333,,hypothetical protein,JHOIBPIP_01175,,BNPNPENK_01662,LNHDNJLJ_01726,,
group_2327,,hypothetical protein,JHOIBPIP_01176,,BNPNPENK_01663,LNHDNJLJ_01727,,
group_2326,,hypothetical protein,JHOIBPIP_01177,,BNPNPENK_01664,LNHDNJLJ_01728,,
group_2325,,hypothetical protein,,HHCJKAOK_02110,,,KJPPOAMA_01545,KELBMKEO_01726
hns_1,hns_1,DNA-binding protein H-NS,JHOIBPIP_00902,HHCJKAOK_01184,,,,KELBMKEO_00978
group_2315,,hypothetical protein,JHOIBPIP_01178,,BNPNPENK_01665,LNHDNJLJ_01729,,
ail,ail,Attachment invasion locus protein,,,BNPNPENK_02063,LNHDNJLJ_02212,,KELBMKEO_01728
group_2314,,hypothetical protein,,HHCJKAOK_02109,,,KJPPOAMA_01544,KELBMKEO_01725
group_2313,,hypothetical protein,,,BNPNPENK_01881,LNHDNJLJ_01965,KJPPOAMA_01342,
group_2307,,hypothetical protein,,HHCJKAOK_02033,,LNHDNJLJ_02116,KJPPOAMA_01468,
group_2296,,hypothetical protein,,HHCJKAOK_01878,,LNHDNJLJ_01941,,KELBMKEO_01513
group_2294,,hypothetical protein,,,,LNHDNJLJ_01942,KJPPOAMA_01323,KELBMKEO_01514
group_2292,,hypothetical protein,,,,LNHDNJLJ_01943,KJPPOAMA_01324,KELBMKEO_01515
group_2291,,hypothetical protein,,HHCJKAOK_01879,,LNHDNJLJ_01944,,KELBMKEO_01512
lsrG_2~~~yajO_1,lsrG_2;yajO_1,(4S)-4-hydroxy-5-phosphonooxypentane-23-dione isomerase;1-deoxyxylulose-5-phosphate synthase YajO,,HHCJKAOK_02452,,,KJPPOAMA_01882,KELBMKEO_02082
group_2269,,hypothetical protein,,HHCJKAOK_02061,,LNHDNJLJ_02145,KJPPOAMA_01496,
kefF_1,kefF_1,Glutathione-regulated potassium-efflux system ancillary protein KefF,,HHCJKAOK_02453,,,KJPPOAMA_01883,KELBMKEO_02083
cutD_1,cutD_1,Choline trimethylamine-lyase activating enzyme,,HHCJKAOK_03089,BNPNPENK_03055,LNHDNJLJ_03172,,
group_2246,,hypothetical protein,,HHCJKAOK_02060,,LNHDNJLJ_02144,KJPPOAMA_01495,
group_2236,,hypothetical protein,,,BNPNPENK_03362,LNHDNJLJ_03393,,KELBMKEO_02938
group_2225,,hypothetical protein,,HHCJKAOK_02029,,LNHDNJLJ_02113,KJPPOAMA_01465,
cspB_1~~~cspB,cspB_1;cspB,Cold shock-like protein CspB,JHOIBPIP_00904,HHCJKAOK_01185,,,,KELBMKEO_00980
group_2217,,hypothetical protein,JHOIBPIP_02516,,BNPNPENK_03075,LNHDNJLJ_03192,,
group_2212,,hypothetical protein,,HHCJKAOK_02071,,LNHDNJLJ_02157,KJPPOAMA_01506,
group_2211,,hypothetical protein,,HHCJKAOK_02062,,LNHDNJLJ_02147,KJPPOAMA_01497,
group_2206,,hypothetical protein,JHOIBPIP_01575,HHCJKAOK_02120,,,,KELBMKEO_01747
creC,creC,Sensor protein CreC,JHOIBPIP_03611,,BNPNPENK_04224,LNHDNJLJ_04253,,
group_2198,,hypothetical protein,JHOIBPIP_01180,,BNPNPENK_01666,LNHDNJLJ_01730,,
frwD_3~~~frwD,frwD_3;frwD,PTS system fructose-like EIIB component 3,,HHCJKAOK_03090,BNPNPENK_03056,LNHDNJLJ_03173,,
iolS_2~~~iolS,;iolS_2;iolS,hypothetical protein;Aldo-keto reductase IolS,,HHCJKAOK_02455;HHCJKAOK_02456,,,KJPPOAMA_01885,KELBMKEO_02085
group_2181,,hypothetical protein,,HHCJKAOK_02454,,,KJPPOAMA_01884,KELBMKEO_02084
group_2179,cutC_2,Choline trimethylamine-lyase,,HHCJKAOK_03088,BNPNPENK_03054,LNHDNJLJ_03171,,
group_2177,,hypothetical protein,,HHCJKAOK_02059,,LNHDNJLJ_02143,KJPPOAMA_01494,
group_2172,,hypothetical protein,,HHCJKAOK_02067,,LNHDNJLJ_02152,KJPPOAMA_01502,
symE~~~symE_1,symE;symE_1,Toxic protein SymE,,HHCJKAOK_00078,BNPNPENK_00075,LNHDNJLJ_00078,,
group_2167,,hypothetical protein,JHOIBPIP_00400,,BNPNPENK_00872,,,KELBMKEO_00414
group_2161,yesR_1,Unsaturated rhamnogalacturonyl hydrolase YesR,,,,LNHDNJLJ_00653,KJPPOAMA_00162,KELBMKEO_00202
group_2158,srlR_1,Glucitol operon repressor,JHOIBPIP_00113,,BNPNPENK_00580,LNHDNJLJ_00582,,
group_2123,,hypothetical protein,JHOIBPIP_02295,HHCJKAOK_02880,,,KJPPOAMA_02319,
lpxP_1,lpxP_1,Lipid A biosynthesis palmitoleoyltransferase,JHOIBPIP_00908,HHCJKAOK_01189,,,,KELBMKEO_00985
group_2117,,hypothetical protein,,HHCJKAOK_02022,,LNHDNJLJ_02106,KJPPOAMA_01458,
group_2110,,hypothetical protein,,HHCJKAOK_02028,,LNHDNJLJ_02112,KJPPOAMA_01464,
group_2103,,hypothetical protein,,HHCJKAOK_02039,,LNHDNJLJ_02123,KJPPOAMA_01474,
group_2102,,hypothetical protein,,HHCJKAOK_02037,,LNHDNJLJ_02121,KJPPOAMA_01472,
ndvB_1~~~ndvB,ndvB_1;ndvB,Cyclic beta-(12)-glucan synthase NdvB,JHOIBPIP_00905,HHCJKAOK_01186,,,,KELBMKEO_00981
group_2092,,hypothetical protein,,,BNPNPENK_00050,LNHDNJLJ_00053,,KELBMKEO_04538
group_2089,,hypothetical protein,JHOIBPIP_00195,HHCJKAOK_00645,BNPNPENK_00663,,,
hchA_2,hchA_2,Protein/nucleic acid deglycase HchA,,HHCJKAOK_02457,,,KJPPOAMA_01886,KELBMKEO_02086
fruA_4,fruA_4,PTS system fructose-specific EIIB'BC component,JHOIBPIP_01566,,BNPNPENK_02049,LNHDNJLJ_02199,,
group_2078,,hypothetical protein,,HHCJKAOK_02070,,LNHDNJLJ_02156,KJPPOAMA_01505,
group_2077,,hypothetical protein,,HHCJKAOK_02068,,LNHDNJLJ_02154,KJPPOAMA_01503,
group_2072,,hypothetical protein,,HHCJKAOK_02405,,,KJPPOAMA_01828,KELBMKEO_02031
group_2070,,hypothetical protein,,HHCJKAOK_02072,,LNHDNJLJ_02158,KJPPOAMA_01507,
group_2067,,hypothetical protein,,,,LNHDNJLJ_02525,KJPPOAMA_01830,KELBMKEO_02033
group_2066,,hypothetical protein,,HHCJKAOK_02065,,LNHDNJLJ_02150,KJPPOAMA_01500,
group_2065,,hypothetical protein,,HHCJKAOK_02063,,LNHDNJLJ_02148,KJPPOAMA_01498,
creB,creB,Transcriptional regulatory protein CreB,JHOIBPIP_03612,,BNPNPENK_04225,LNHDNJLJ_04254,,
group_2040,,hypothetical protein,JHOIBPIP_01835,,BNPNPENK_02342,LNHDNJLJ_02507,,
group_2039,,hypothetical protein,,HHCJKAOK_01899,,,KJPPOAMA_01343,KELBMKEO_01534
dapA_2,dapA_2,4-hydroxy-tetrahydrodipicolinate synthase,JHOIBPIP_01266,HHCJKAOK_01745,,,,KELBMKEO_01360
group_2025,,hypothetical protein,,HHCJKAOK_04467,BNPNPENK_04521,LNHDNJLJ_04564,,
group_2010,,hypothetical protein,,HHCJKAOK_00914,,LNHDNJLJ_00878,KJPPOAMA_00381,
fruA_3,fruA_3,PTS system fructose-specific EIIABC component,JHOIBPIP_01564,,BNPNPENK_02047,LNHDNJLJ_02197,,
creD,creD,Inner membrane protein CreD,JHOIBPIP_03610,,BNPNPENK_04223,LNHDNJLJ_04252,,
group_1997,,hypothetical protein,,HHCJKAOK_02036,,LNHDNJLJ_02120,KJPPOAMA_01471,
frc,frc,Formyl-CoA:oxalate CoA-transferase,JHOIBPIP_01257,,BNPNPENK_01744,LNHDNJLJ_01800,,
group_1973,,putative protein,,HHCJKAOK_03091,BNPNPENK_03057,LNHDNJLJ_03174,,
pgrR_5~~~pgrR_6,pgrR_5;pgrR_6,HTH-type transcriptional regulator PgrR,,HHCJKAOK_02459,,,KJPPOAMA_01888,KELBMKEO_02088
group_1935,,hypothetical protein,,HHCJKAOK_00052,BNPNPENK_00048,,,KELBMKEO_04536
yycE,yycE,putative protein YycE,,,BNPNPENK_03178,LNHDNJLJ_03222,KJPPOAMA_02573,
fabG_4~~~fabG_3,fabG_4;fabG_3,3-oxoacyl-[acyl-carrier-protein] reductase FabG,,HHCJKAOK_00949,,LNHDNJLJ_00911,,KELBMKEO_00450
group_1926,,hypothetical protein,,HHCJKAOK_02465,,,KJPPOAMA_01893,KELBMKEO_02093
group_1922,,hypothetical protein,,HHCJKAOK_04295,,,KJPPOAMA_03752,KELBMKEO_03896
group_1915,,hypothetical protein,JHOIBPIP_03044,,BNPNPENK_03631,,KJPPOAMA_03015,
group_1910,,hypothetical protein,JHOIBPIP_01560,,BNPNPENK_02043,LNHDNJLJ_02193,,
dsdC_1~~~dsdC_2,dsdC_1;dsdC_2,HTH-type transcriptional regulator DsdC,,HHCJKAOK_02098,,,KJPPOAMA_01533,KELBMKEO_01713
group_1909,,hypothetical protein,,,BNPNPENK_04309,LNHDNJLJ_04338,KJPPOAMA_03720,
fruA_4~~~fruA_5,fruA_4;fruA_5,PTS system fructose-specific EIIB'BC component,,HHCJKAOK_03087,BNPNPENK_03053,LNHDNJLJ_03170,,
fryA_3~~~fryA,fryA_3;fryA,Multiphosphoryl transfer protein 1,,HHCJKAOK_03085,BNPNPENK_03051,LNHDNJLJ_03168,,
group_1902,,hypothetical protein,JHOIBPIP_03701,HHCJKAOK_04257,,,,KELBMKEO_03860
group_1899,,hypothetical protein,,HHCJKAOK_02026,,LNHDNJLJ_02110,KJPPOAMA_01462,
group_1898,,hypothetical protein,,HHCJKAOK_02024,,LNHDNJLJ_02108,KJPPOAMA_01460,
group_1894,,hypothetical protein,,HHCJKAOK_02058,,LNHDNJLJ_02142,KJPPOAMA_01493,
group_1881,,hypothetical protein,,HHCJKAOK_02066,,LNHDNJLJ_02151,KJPPOAMA_01501,
group_1866,,hypothetical protein,JHOIBPIP_01224,HHCJKAOK_01703,,,,KELBMKEO_01313
group_1859,,hypothetical protein,JHOIBPIP_00399,,BNPNPENK_00871,,,KELBMKEO_00413
gatA,gatA,PTS system galactitol-specific EIIA component,JHOIBPIP_00117,,BNPNPENK_00584,LNHDNJLJ_00586,,
group_1840,,hypothetical protein,JHOIBPIP_01900,HHCJKAOK_02483,,,,KELBMKEO_02133
group_1834,,hypothetical protein,,,,LNHDNJLJ_00652,KJPPOAMA_00161,KELBMKEO_00201
gatD,gatD,Galactitol 1-phosphate 5-dehydrogenase,JHOIBPIP_00114,,BNPNPENK_00581,LNHDNJLJ_00583,,
fljB~~~flaA,fljB;flaA,Phase 2 flagellin;Flagellin,,HHCJKAOK_03101,BNPNPENK_03068,LNHDNJLJ_03185,,
fliC~~~fljB,fliC;fljB,Flagellin;Phase 2 flagellin,JHOIBPIP_02510,,,,KJPPOAMA_02535,KELBMKEO_02731
lacC_1,lacC_1,Tagatose-6-phosphate kinase,JHOIBPIP_00121,,BNPNPENK_00588,LNHDNJLJ_00590,,
group_1796,,hypothetical protein,JHOIBPIP_01833,,BNPNPENK_02340,LNHDNJLJ_02505,,
licH_1,licH_1,putative 6-phospho-beta-glucosidase,,HHCJKAOK_02099,,,KJPPOAMA_01534,KELBMKEO_01714
group_1784,,Tagatose kinase,JHOIBPIP_00124,,BNPNPENK_00591,LNHDNJLJ_00593,,
group_1779,,hypothetical protein,JHOIBPIP_01694,,BNPNPENK_02204,LNHDNJLJ_02369,,
rayT_2,rayT_2,REP-associated tyrosine transposase,JHOIBPIP_03277,,BNPNPENK_03870,,KJPPOAMA_03311,
group_1768,,hypothetical protein,,HHCJKAOK_02391,BNPNPENK_02344,LNHDNJLJ_02509,,
group_1762,,hypothetical protein,,HHCJKAOK_00379,,,KJPPOAMA_04706,KELBMKEO_04865
group_1731,,hypothetical protein,JHOIBPIP_01785,,BNPNPENK_02296,LNHDNJLJ_02460,,
group_1720,,hypothetical protein,JHOIBPIP_00903,1_refound_12,,,,KELBMKEO_00979
yajO_4~~~yajO_3~~~yajO_2,yajO_4;yajO_3;yajO_2,1-deoxyxylulose-5-phosphate synthase YajO,,HHCJKAOK_02464;HHCJKAOK_02463,,,KJPPOAMA_01892,KELBMKEO_02092
group_1713,,hypothetical protein;Acetyltransferase,JHOIBPIP_02294,HHCJKAOK_02879,,,KJPPOAMA_02318,
group_1698,,hypothetical protein,,HHCJKAOK_01896,,,KJPPOAMA_01339,KELBMKEO_01531
group_1695,,hypothetical protein,,HHCJKAOK_02034,,LNHDNJLJ_02118,KJPPOAMA_01469,
group_1676,,hypothetical protein,,HHCJKAOK_00912,,LNHDNJLJ_00876,KJPPOAMA_00379,
group_1621,,hypothetical protein,JHOIBPIP_02467,,,3_refound_23,KJPPOAMA_02492,
group_1569,,hypothetical protein,,HHCJKAOK_01736,,,KJPPOAMA_01173,KELBMKEO_01351
group_1562,,hypothetical protein,,HHCJKAOK_02027,,LNHDNJLJ_02111,KJPPOAMA_01463,
group_1556,,hypothetical protein,JHOIBPIP_02293,HHCJKAOK_02878,,,4_refound_29_pseudo,
group_1477,,hypothetical protein,,HHCJKAOK_02038,,LNHDNJLJ_02122,KJPPOAMA_01473,
group_1391,,hypothetical protein,JHOIBPIP_03689,HHCJKAOK_04243,,,,KELBMKEO_03842
group_1382,,hypothetical protein,JHOIBPIP_00792,,,,KJPPOAMA_00767,KELBMKEO_00847
ulaB_1,ulaB_1,Ascorbate-specific PTS system EIIB component,JHOIBPIP_01561,,BNPNPENK_02044,LNHDNJLJ_02194,,
group_1317,,hypothetical protein,,HHCJKAOK_02208,,,KJPPOAMA_01632,KELBMKEO_01834
gatB,gatB,PTS system galactitol-specific EIIB component,JHOIBPIP_00116,,BNPNPENK_00583,LNHDNJLJ_00585,,
ydfK_3,ydfK_3,Cold shock protein YdfK,JHOIBPIP_00906,HHCJKAOK_01187,,,,KELBMKEO_00982
group_1276,,hypothetical protein,JHOIBPIP_02216,HHCJKAOK_02796,,,KJPPOAMA_02237,
group_1254,,hypothetical protein,,HHCJKAOK_02458,,,KJPPOAMA_01887,KELBMKEO_02087
gmuB,gmuB,PTS system oligo-beta-mannoside-specific EIIB component,,HHCJKAOK_02470,,,KJPPOAMA_01898,KELBMKEO_02098
manP,manP,PTS system mannose-specific EIIBCA component,JHOIBPIP_01565,,BNPNPENK_02048,LNHDNJLJ_02198,,
group_1243,chbA_2,PTS system NN'-diacetylchitobiose-specific EIIA component,,HHCJKAOK_02468,,,KJPPOAMA_01896,KELBMKEO_02096
group_1217,,hypothetical protein,,,BNPNPENK_02253,LNHDNJLJ_02417,KJPPOAMA_01722,
group_1187,,hypothetical protein,JHOIBPIP_03759,,BNPNPENK_04368,LNHDNJLJ_04397,,
group_1184,,hypothetical protein,,,,LNHDNJLJ_02527,KJPPOAMA_01832,KELBMKEO_02035
group_1165,,hypothetical protein,,HHCJKAOK_02069,,LNHDNJLJ_02155,KJPPOAMA_01504,
group_1151,,hypothetical protein,JHOIBPIP_00680,HHCJKAOK_01175,,,,KELBMKEO_00686
group_1132,,hypothetical protein,,HHCJKAOK_02404,,,KJPPOAMA_01827,KELBMKEO_02030
group_1128,,hypothetical protein,,HHCJKAOK_02073,,LNHDNJLJ_02159,KJPPOAMA_01508,
group_1120,,hypothetical protein,,,,LNHDNJLJ_02526,KJPPOAMA_01831,KELBMKEO_02034
group_1114,,hypothetical protein,,HHCJKAOK_02064,,LNHDNJLJ_02149,KJPPOAMA_01499,
hiuH_2,hiuH_2,5-hydroxyisourate hydrolase,JHOIBPIP_03111,,,LNHDNJLJ_03742,KJPPOAMA_03088,
group_1088,,hypothetical protein,JHOIBPIP_02257,HHCJKAOK_02837,,,,KELBMKEO_02483
group_1076,,hypothetical protein,,HHCJKAOK_03596,BNPNPENK_03651,LNHDNJLJ_03695,,
group_1043,,hypothetical protein,,HHCJKAOK_00568,,,KJPPOAMA_00084,KELBMKEO_00124
yjiG,yjiG,Inner membrane protein YjiG,JHOIBPIP_03703,HHCJKAOK_04259,,,,KELBMKEO_03862
levE_1,levE_1,PTS system fructose-specific EIIB component,,HHCJKAOK_00571,,,KJPPOAMA_00087,KELBMKEO_00127
group_916,,hypothetical protein,,,BNPNPENK_01380,LNHDNJLJ_01438,,KELBMKEO_00961
group_892,,Acetyltransferase,,,BNPNPENK_01392,LNHDNJLJ_01451,,KELBMKEO_00972
